rank,tag,rating,character,id
194,Holts,19.66056120727868,"[""link""]",1069763
195,Xerrot,19.607916554678265,"[""pikachu""]",1640541
196,SaintK,19.498296444845188,"[""sora""]",4963363
197,Nestor,19.205841749389506,"[""murabito""]",1630543
198,Shad,19.07985741320482,"[""snake""]",4332389
199,Braai,19.056617833226788,"[""pickel""]",2627801
200,Subzero,18.834953067289923,"[""jack""]",1808159
201,Sakruoi,18.697723835348867,"[""jack""]",1230555
202,Chi-Maek,18.634026137609567,"[""ptrainer""]",2807415
203,jazzman,18.58866068206985,"[""rockman""]",3883272
204,Katnip,18.453225907207386,"[""yoshi""]",951915
205,Awal,18.283090824973556,"[""kamui""]",4836236
206,TheNickXV,18.247473278393063,"[""snake""]",1100033
207,Dandy,18.203048904851354,"[""toonlink""]",3189483
208,Gamer55,18.101282854660234,"[""master""]",5030862
209,pearcubs,17.973779663386047,"[""sora""]",2440141
210,Andromeda,17.947512033340843,"[""ike""]",1458791
211,Cynthia<3,17.842824838626335,"[""kamui""]",3132841
212,BlaZR,17.803724762134866,"[""wolf""]",1804122
213,VaR,17.583770601410635,"[""jack""]",329546
214,Torren,17.583770601410635,"[""koopajr""]",2933281
215,Gush,17.566634656143208,"[""buddy""]",1246820
216,R0CK,17.219004728936962,"[""roy""]",1792035
217,Gideon,17.21061244915707,"[""ptrainer""]",2136721
218,LaJohn,17.106053424388957,"[""donkey""]",1742867
219,Zarek,16.77162565380158,"[""pacman"", ""yoshi""]",405682
220,Astrid,16.710415921585547,"[""link""]",3383429
221,Octo,16.59270982447472,"[""robot""]",977123
222,DD214 | Lelouch,16.59270982447472,,1226203
223,Stevie Wonder Wing,16.520068258171968,"[""pacman""]",2546026
224,Bob Weiner,16.467802765357494,"[""buddy""]",2142601
225,Nurikami,16.288157297436804,"[""donkey""]",2894467
226,joorrL,16.280218698470666,,2636384
227,Billy Jones,16.161602957839833,"[""captain""]",1004383
228,pattyoats,16.15372603952493,"[""koopa""]",2269670
229,Arthr0pod,16.122256738454922,"[""buddy""]",1723681
230,Mellow,15.950268226755265,"[""pikmin""]",951859
231,Mickeydeez,15.919195284714096,"[""zelda""]",4825580
232,Yehtu,15.86883080838369,"[""fox""]",2230310
233,Yharon,15.532066657103988,"[""jack""]",3862975
234,Bik spoon,15.31029303114975,"[""snake""]",1191430
235,Spider man 12,15.235836448946616,"[""tantan""]",2393511
236,Saibotmain,15.16913516655864,"[""dolly""]",3943600
237,Scootch,14.919777208801593,"[""dedede"", ""yoshi""]",33426
238,Torean,14.847219772053688,"[""chrom""]",3776282
239,D*ron,14.553404933320808,"[""sonic""]",516047
240,XL Dukie AF,14.144219515271324,"[""dolly""]",2374690
241,Mavis,14.030902487058102,"[""littlemac""]",1666352
242,mahdi,13.935466930935377,"[""donkey""]",1885270
243,Ford,13.854181851570265,"[""ptrainer""]",3471629
244,yxngcyborg,13.696369433475587,"[""fox""]",1751817
245,Mrbray30,13.589952546845792,"[""link""]",4664413
246,jigglypuff,13.586640375620105,"[""miigunner""]",2592456
247,ThePromisedHat,13.553563029621843,"[""eflame_first""]",4261821
248,JustVoidzzz,13.317771414819891,"[""cloud""]",4843167
249,Jojodoss,13.275637213234996,"[""sora""]",3553592
250,millano,13.086081871590515,"[""shulk""]",4214682
251,Envexity,13.066957326626587,"[""dolly""]",4003882
252,DelFuego,12.640885760626649,"[""gaogaen""]",36826
253,PolarStar,12.524339301530159,"[""mewtwo""]",723586
254,im_tr4$h,12.475589149896779,"[""gaogaen""]",1862646
255,Coreus,12.35454234143751,"[""buddy"", ""dolly""]",4368043
256,JntaBeast,12.054100206276054,"[""paisy""]",26872
257,Krofusion,11.934233630463666,"[""gaogaen""]",2411362
258,Tzvi,11.928417067360156,"[""krool""]",3940923
259,Gekyume,11.778177448315533,"[""ness""]",1183242
260,CapNPuncH,11.726613522525945,"[""jack""]",2634215
261,Gooey,11.64117480859782,"[""mario""]",1071181
262,Dr.Fierce,11.433078026309772,"[""fox""]",4642943
263,vivor,11.399684892587652,"[""samusBoth""]",3373990
